,states,year,quarter,district,trans_counts,amount
4326,himachal-pradesh,2020,2,shimla district,1090361,2702081598
4327,himachal-pradesh,2020,2,bilaspur district,191375,284432330
4328,himachal-pradesh,2020,2,hamirpur district,283099,412476792.9
4329,himachal-pradesh,2020,2,una district,271636,407244006
4330,himachal-pradesh,2020,2,kangra district,800587,1148113745
4331,himachal-pradesh,2020,2,kullu district,211730,311597474.9
4332,himachal-pradesh,2020,2,mandi district,476844,764632316.6
4333,himachal-pradesh,2020,2,lahul and spiti district,15943,25815249.01
4334,himachal-pradesh,2020,2,chamba district,195242,282218981.8
4335,himachal-pradesh,2020,2,kinnaur district,69358,126631406.1
4336,himachal-pradesh,2020,3,solan district,1025251,1684944863
4337,himachal-pradesh,2020,3,sirmaur district,327646,558556837.7
4338,himachal-pradesh,2020,3,shimla district,1285819,3273522194
4339,himachal-pradesh,2020,3,bilaspur district,202526,342802524.6
4340,himachal-pradesh,2020,3,hamirpur district,330684,570857451.2
4341,himachal-pradesh,2020,3,una district,351065,649892231.7
4342,himachal-pradesh,2020,3,kangra district,874419,1454881899
4343,himachal-pradesh,2020,3,kullu district,256926,493361636.5
4344,himachal-pradesh,2020,3,mandi district,510105,917547335
4345,himachal-pradesh,2020,3,lahul and spiti district,25549,48465700.87
4346,himachal-pradesh,2020,3,chamba district,219469,362005462
4347,himachal-pradesh,2020,3,kinnaur district,80417,159215878.9
4348,himachal-pradesh,2020,4,solan district,1429031,2365446849
4349,himachal-pradesh,2020,4,sirmaur district,443100,785448896.1
4350,himachal-pradesh,2020,4,shimla district,1481567,3532549313
4351,himachal-pradesh,2020,4,bilaspur district,275513,518335916.9
4352,himachal-pradesh,2020,4,hamirpur district,431123,781165089.1
4353,himachal-pradesh,2020,4,una district,449443,882226488.2
4354,himachal-pradesh,2020,4,kangra district,1184008,2119401488
4355,himachal-pradesh,2020,4,kullu district,468786,964080436.8
4356,himachal-pradesh,2020,4,mandi district,671714,1247938156
4357,himachal-pradesh,2020,4,lahul and spiti district,29377,52449015.71
4358,himachal-pradesh,2020,4,chamba district,304032,507880011.4
4359,himachal-pradesh,2020,4,kinnaur district,104634,232131448.5
4360,himachal-pradesh,2021,1,solan district,1415611,2334165843
4361,himachal-pradesh,2021,1,sirmaur district,451501,789668056.7
4362,himachal-pradesh,2021,1,shimla district,1871647,3621617005
4363,himachal-pradesh,2021,1,bilaspur district,256578,504967322
4364,himachal-pradesh,2021,1,hamirpur district,416499,720857278.6
4365,himachal-pradesh,2021,1,una district,490374,941158055.3
4366,himachal-pradesh,2021,1,kangra district,1122291,2006571077
4367,himachal-pradesh,2021,1,kullu district,550514,1212317568
4368,himachal-pradesh,2021,1,mandi district,659769,1258330266
4369,himachal-pradesh,2021,1,lahul and spiti district,22364,43174794.33
4370,himachal-pradesh,2021,1,chamba district,273886,510880053
4371,himachal-pradesh,2021,1,kinnaur district,82995,176839591
4372,himachal-pradesh,2021,2,solan district,1658067,2575741415
4373,himachal-pradesh,2021,2,sirmaur district,567339,922354065.2
4374,himachal-pradesh,2021,2,shimla district,2474329,4402623044
4375,himachal-pradesh,2021,2,bilaspur district,322915,613068902.5
4376,himachal-pradesh,2021,2,hamirpur district,551934,946105069.9
4377,himachal-pradesh,2021,2,una district,634078,1174326755
4378,himachal-pradesh,2021,2,kangra district,1399606,2443026330
4379,himachal-pradesh,2021,2,kullu district,510109,966612054.8
4380,himachal-pradesh,2021,2,mandi district,832152,1488270046
4381,himachal-pradesh,2021,2,lahul and spiti district,42389,84447426.03
4382,himachal-pradesh,2021,2,chamba district,364270,617691720.4
4383,himachal-pradesh,2021,2,kinnaur district,126714,261367711.5
4384,himachal-pradesh,2021,3,solan district,2183306,3233240075
4385,himachal-pradesh,2021,3,sirmaur district,681413,1083275309
4386,himachal-pradesh,2021,3,shimla district,3421673,6296627880
4387,himachal-pradesh,2021,3,bilaspur district,364475,689922524.1
4388,himachal-pradesh,2021,3,hamirpur district,626711,1085444383
4389,himachal-pradesh,2021,3,una district,799861,1417386871
4390,himachal-pradesh,2021,3,kangra district,1671112,2887492722
4391,himachal-pradesh,2021,3,kullu district,730794,1573258668
4392,himachal-pradesh,2021,3,mandi district,945135,1753985904
4393,himachal-pradesh,2021,3,lahul and spiti district,66765,166377010.3
4394,himachal-pradesh,2021,3,chamba district,426381,769418422.9
4395,himachal-pradesh,2021,3,kinnaur district,146541,353832302.5
4396,himachal-pradesh,2021,4,solan district,2640011,3757890500
4397,himachal-pradesh,2021,4,sirmaur district,847647,1363383254
4398,himachal-pradesh,2021,4,shimla district,3957985,7356261502
4399,himachal-pradesh,2021,4,bilaspur district,430870,844889572
4400,himachal-pradesh,2021,4,hamirpur district,717321,1262408332
4401,himachal-pradesh,2021,4,una district,1048351,1936766072
4402,himachal-pradesh,2021,4,kangra district,2130139,3830143760
4403,himachal-pradesh,2021,4,kullu district,1078809,2242410726
4404,himachal-pradesh,2021,4,mandi district,1092862,2082662004
4405,himachal-pradesh,2021,4,lahul and spiti district,59045,138242899.1
4406,himachal-pradesh,2021,4,chamba district,507614,926400609.6
4407,himachal-pradesh,2021,4,kinnaur district,156210,394761269.9
4408,himachal-pradesh,2022,1,solan district,2993489,3959375876
4409,himachal-pradesh,2022,1,sirmaur district,962227,1517999109
4410,himachal-pradesh,2022,1,shimla district,4441906,7362840551
4411,himachal-pradesh,2022,1,bilaspur district,472169,885425010.4
4412,himachal-pradesh,2022,1,hamirpur district,751389,1264679769
4413,himachal-pradesh,2022,1,una district,1164923,2030776989
4414,himachal-pradesh,2022,1,kangra district,2261593,3907092916
4415,himachal-pradesh,2022,1,kullu district,1100232,2108742823
4416,himachal-pradesh,2022,1,mandi district,1201568,2151083002
4417,himachal-pradesh,2022,1,lahul and spiti district,46144,90886775.89
4418,himachal-pradesh,2022,1,chamba district,544135,943937757.1
4419,himachal-pradesh,2022,1,kinnaur district,148405,295606863.3
4420,himachal-pradesh,2022,2,solan district,3773789,4536385240
4421,himachal-pradesh,2022,2,sirmaur district,1196118,1742899001
4422,himachal-pradesh,2022,2,shimla district,5875215,9396933042
4423,himachal-pradesh,2022,2,bilaspur district,597379,1083546520
4424,himachal-pradesh,2022,2,hamirpur district,1002506,1538456707
4425,himachal-pradesh,2022,2,una district,1526243,2532127306
4426,himachal-pradesh,2022,2,kangra district,2984544,4846014285
4427,himachal-pradesh,2022,2,kullu district,1646598,3292385543
4428,himachal-pradesh,2022,2,mandi district,1587222,2699997310
4429,himachal-pradesh,2022,2,lahul and spiti district,130570,300236415.2
4430,himachal-pradesh,2022,2,chamba district,727701,1229468817
4431,himachal-pradesh,2022,2,kinnaur district,243486,510657770.9
4432,himachal-pradesh,2022,3,solan district,4064523,4837968887
4433,himachal-pradesh,2022,3,sirmaur district,1266132,1769419418
4434,himachal-pradesh,2022,3,shimla district,8892834,13349267759
4435,himachal-pradesh,2022,3,bilaspur district,936750,1447420351
4436,himachal-pradesh,2022,3,hamirpur district,934529,1398047775
4437,himachal-pradesh,2022,3,una district,1233226,1928978518
4438,himachal-pradesh,2022,3,kangra district,3342842,5121570351
4439,himachal-pradesh,2022,3,kullu district,1202861,2235782785
4440,himachal-pradesh,2022,3,mandi district,1666670,2648674301
4441,himachal-pradesh,2022,3,lahul and spiti district,120500,275873974.5
4442,himachal-pradesh,2022,3,chamba district,1270412,1872267056
4443,himachal-pradesh,2022,3,kinnaur district,233589,495511513.2
4444,himachal-pradesh,2022,4,solan district,4436709,5065290892
4445,himachal-pradesh,2022,4,sirmaur district,1454224,1991999746
4446,himachal-pradesh,2022,4,shimla district,9603309,14161042550
4447,himachal-pradesh,2022,4,bilaspur district,622642,1042618597
4448,himachal-pradesh,2022,4,hamirpur district,1161191,1732021207
4449,himachal-pradesh,2022,4,una district,1173607,1902311205
4450,himachal-pradesh,2022,4,kangra district,4885938,7430861889
4451,himachal-pradesh,2022,4,kullu district,2047414,3429997135
4452,himachal-pradesh,2022,4,mandi district,1994054,3034367986
4453,himachal-pradesh,2022,4,lahul and spiti district,100747,199706125.6
4454,himachal-pradesh,2022,4,chamba district,831315,1292196672
4455,himachal-pradesh,2022,4,kinnaur district,243986,496929228.8
4456,jammu-&-kashmir,2018,1,muzaffarabad district,13,14559.80341
4457,jammu-&-kashmir,2018,1,doda district,4108,7065930.233
4458,jammu-&-kashmir,2018,1,samba district,14795,21534891.04
4459,jammu-&-kashmir,2018,1,mirpur district,1320,3052181.909
4460,jammu-&-kashmir,2018,1,srinagar district,47285,62676256.76
4461,jammu-&-kashmir,2018,1,baramulla district,83775,44215018
4462,jammu-&-kashmir,2018,1,jammu district,81381,127452979.4
4463,jammu-&-kashmir,2018,1,ganderbal district,20571,9107649.671
4464,jammu-&-kashmir,2018,1,udhampur district,17620,31451872.27
4465,jammu-&-kashmir,2018,1,bandipore district,38208,11885513.91
4466,jammu-&-kashmir,2018,1,reasi district,7433,12816155.33
4467,jammu-&-kashmir,2018,1,shopian district,5083,3598498.635
4468,jammu-&-kashmir,2018,1,poonch district,398963,509120439.3
4469,jammu-&-kashmir,2018,1,kathua district,17643,22353839.21
4470,jammu-&-kashmir,2018,1,kishtwar district,2054,3514299.989
4471,jammu-&-kashmir,2018,1,pulwama district,35793,24777476.31
4472,jammu-&-kashmir,2018,1,ramban district,5326,7284248.819
4473,jammu-&-kashmir,2018,1,rajouri district,10199,16045672.11
4474,jammu-&-kashmir,2018,1,kulgam district,23587,9213671.327
4475,jammu-&-kashmir,2018,1,budgam district,50748,36218453.71
4476,jammu-&-kashmir,2018,1,anantnag district,64478,24885721.23
4477,jammu-&-kashmir,2018,1,kupwara district,11185,17085910.33
4478,jammu-&-kashmir,2018,2,muzaffarabad district,75,368823.4836
4479,jammu-&-kashmir,2018,2,doda district,7631,16114372.12
4480,jammu-&-kashmir,2018,2,samba district,20917,36387040.51
4481,jammu-&-kashmir,2018,2,mirpur district,1885,4089198.736
4482,jammu-&-kashmir,2018,2,srinagar district,92244,140893315.7
4483,jammu-&-kashmir,2018,2,baramulla district,188100,100055918.4
4484,jammu-&-kashmir,2018,2,jammu district,112434,232232787.9
4485,jammu-&-kashmir,2018,2,ganderbal district,41415,24295329.74
4486,jammu-&-kashmir,2018,2,udhampur district,27804,60326675
4487,jammu-&-kashmir,2018,2,bandipore district,64888,26799256.95
4488,jammu-&-kashmir,2018,2,reasi district,11296,27106631.47
4489,jammu-&-kashmir,2018,2,shopian district,8017,8454705.839
4490,jammu-&-kashmir,2018,2,poonch district,891298,1627868128
4491,jammu-&-kashmir,2018,2,kathua district,25411,39744879.13
4492,jammu-&-kashmir,2018,2,kishtwar district,3797,10312057.06
4493,jammu-&-kashmir,2018,2,pulwama district,54034,53382825.78
4494,jammu-&-kashmir,2018,2,ramban district,7715,14388161.95
4495,jammu-&-kashmir,2018,2,rajouri district,17110,40023701.51
4496,jammu-&-kashmir,2018,2,kulgam district,30822,17711007.63
4497,jammu-&-kashmir,2018,2,budgam district,89823,77122240.28
4498,jammu-&-kashmir,2018,2,anantnag district,70838,43529509.03
4499,jammu-&-kashmir,2018,2,kupwara district,28772,49999669.8
4500,jammu-&-kashmir,2018,3,muzaffarabad district,211,581878.7761
4501,jammu-&-kashmir,2018,3,doda district,12645,34027590.92
4502,jammu-&-kashmir,2018,3,samba district,28728,62913580.6
4503,jammu-&-kashmir,2018,3,mirpur district,2789,7804797.779
4504,jammu-&-kashmir,2018,3,srinagar district,154314,270405876.7
4505,jammu-&-kashmir,2018,3,baramulla district,210619,195960360.1
4506,jammu-&-kashmir,2018,3,jammu district,145123,376452715.1
4507,jammu-&-kashmir,2018,3,ganderbal district,52136,55650497.72
4508,jammu-&-kashmir,2018,3,udhampur district,37014,92258254.83
4509,jammu-&-kashmir,2018,3,bandipore district,87129,60815662.86
4510,jammu-&-kashmir,2018,3,reasi district,16409,42269613.56
4511,jammu-&-kashmir,2018,3,shopian district,8156,13724387.24
4512,jammu-&-kashmir,2018,3,poonch district,1189512,2093062576
4513,jammu-&-kashmir,2018,3,kathua district,35991,65729742.88
4514,jammu-&-kashmir,2018,3,kishtwar district,5911,14394238.73
4515,jammu-&-kashmir,2018,3,pulwama district,65491,93861999.53
4516,jammu-&-kashmir,2018,3,ramban district,13585,31095426.61
4517,jammu-&-kashmir,2018,3,rajouri district,25458,73897455.4
4518,jammu-&-kashmir,2018,3,kulgam district,36648,38482884.37
4519,jammu-&-kashmir,2018,3,budgam district,74691,120545227.2
4520,jammu-&-kashmir,2018,3,anantnag district,69967,95642801.11
4521,jammu-&-kashmir,2018,3,kupwara district,31434,95123431.34
4522,jammu-&-kashmir,2018,4,muzaffarabad district,267,1159496.382
4523,jammu-&-kashmir,2018,4,doda district,16990,50665168.8
4524,jammu-&-kashmir,2018,4,samba district,43623,110909698.3
4525,jammu-&-kashmir,2018,4,mirpur district,4525,17198501.88
4526,jammu-&-kashmir,2018,4,srinagar district,144970,329216330.5
4527,jammu-&-kashmir,2018,4,baramulla district,109702,212164676.6
4528,jammu-&-kashmir,2018,4,jammu district,226829,670989049.3
4529,jammu-&-kashmir,2018,4,ganderbal district,28646,51463841.2
4530,jammu-&-kashmir,2018,4,udhampur district,50056,158443928.5
4531,jammu-&-kashmir,2018,4,bandipore district,27073,56020937.99
4532,jammu-&-kashmir,2018,4,reasi district,21464,57918446.21
4533,jammu-&-kashmir,2018,4,shopian district,11706,27856762.58
4534,jammu-&-kashmir,2018,4,poonch district,1642053,2992752161
4535,jammu-&-kashmir,2018,4,kathua district,50640,115344936.1
4536,jammu-&-kashmir,2018,4,kishtwar district,6978,22848654.26
4537,jammu-&-kashmir,2018,4,pulwama district,43706,109777843.1
4538,jammu-&-kashmir,2018,4,ramban district,18133,52646196.62
4539,jammu-&-kashmir,2018,4,rajouri district,39629,132340219.6
4540,jammu-&-kashmir,2018,4,kulgam district,32550,53586270.06
4541,jammu-&-kashmir,2018,4,budgam district,75940,175490225.9
4542,jammu-&-kashmir,2018,4,anantnag district,79193,110778790.9
4543,jammu-&-kashmir,2018,4,kupwara district,46637,155148130
4544,jammu-&-kashmir,2019,1,muzaffarabad district,309,802634.3065
4545,jammu-&-kashmir,2019,1,doda district,19704,52638941.01
4546,jammu-&-kashmir,2019,1,samba district,51437,119636659.3
4547,jammu-&-kashmir,2019,1,mirpur district,4690,17006249.14
4548,jammu-&-kashmir,2019,1,srinagar district,310516,595281412.8
4549,jammu-&-kashmir,2019,1,baramulla district,164873,235373167
4550,jammu-&-kashmir,2019,1,jammu district,336553,880021398.3
4551,jammu-&-kashmir,2019,1,ganderbal district,44270,53435135.45
4552,jammu-&-kashmir,2019,1,udhampur district,61146,165236170.7
4553,jammu-&-kashmir,2019,1,bandipore district,41790,57896061.77
4554,jammu-&-kashmir,2019,1,reasi district,27880,66524100.01
4555,jammu-&-kashmir,2019,1,shopian district,18043,29280786
4556,jammu-&-kashmir,2019,1,poonch district,1923655,2702486523
4557,jammu-&-kashmir,2019,1,kathua district,65843,123437204.6
4558,jammu-&-kashmir,2019,1,kishtwar district,8801,24577316.53
4559,jammu-&-kashmir,2019,1,pulwama district,73558,128624249.3
4560,jammu-&-kashmir,2019,1,ramban district,21258,51349078.86
4561,jammu-&-kashmir,2019,1,rajouri district,45577,133203927
4562,jammu-&-kashmir,2019,1,kulgam district,64816,58528128.3
4563,jammu-&-kashmir,2019,1,budgam district,141988,182507224.8
4564,jammu-&-kashmir,2019,1,anantnag district,92467,115882661.6
4565,jammu-&-kashmir,2019,1,kupwara district,65813,158106446.7
4566,jammu-&-kashmir,2019,2,muzaffarabad district,358,1356184.787
4567,jammu-&-kashmir,2019,2,doda district,25374,74037772.87
4568,jammu-&-kashmir,2019,2,samba district,54413,142027333.5
4569,jammu-&-kashmir,2019,2,mirpur district,5820,25540990.11
4570,jammu-&-kashmir,2019,2,srinagar district,721517,1997435095
4571,jammu-&-kashmir,2019,2,baramulla district,150503,324305667.3
4572,jammu-&-kashmir,2019,2,jammu district,532412,1521238564
4573,jammu-&-kashmir,2019,2,ganderbal district,42072,87050223.77
4574,jammu-&-kashmir,2019,2,udhampur district,70405,212612443.7
4575,jammu-&-kashmir,2019,2,bandipore district,41227,86691218.64
4576,jammu-&-kashmir,2019,2,reasi district,35425,91038294.73
4577,jammu-&-kashmir,2019,2,shopian district,19607,47839036.07
4578,jammu-&-kashmir,2019,2,poonch district,38370,120247830.9
4579,jammu-&-kashmir,2019,2,kathua district,62989,140667309.7
4580,jammu-&-kashmir,2019,2,kishtwar district,13465,36238981.23
4581,jammu-&-kashmir,2019,2,pulwama district,72486,192069086.4
4582,jammu-&-kashmir,2019,2,ramban district,32101,87397686.36
4583,jammu-&-kashmir,2019,2,rajouri district,59741,189339489
4584,jammu-&-kashmir,2019,2,kulgam district,47276,70172206.04
4585,jammu-&-kashmir,2019,2,budgam district,118107,244724343
4586,jammu-&-kashmir,2019,2,anantnag district,76968,176892916.9
4587,jammu-&-kashmir,2019,2,kupwara district,75719,231219527.3
4588,jammu-&-kashmir,2019,3,muzaffarabad district,289,878367.6864
4589,jammu-&-kashmir,2019,3,doda district,13665,39001610.5
4590,jammu-&-kashmir,2019,3,samba district,32337,83363005.11
4591,jammu-&-kashmir,2019,3,mirpur district,3501,11882521.93
4592,jammu-&-kashmir,2019,3,srinagar district,329195,1391918064
4593,jammu-&-kashmir,2019,3,baramulla district,55226,164311812.1
4594,jammu-&-kashmir,2019,3,jammu district,275239,885413982.5
4595,jammu-&-kashmir,2019,3,ganderbal district,20047,58009547.85
4596,jammu-&-kashmir,2019,3,udhampur district,43153,135163022.8
4597,jammu-&-kashmir,2019,3,bandipore district,15986,42396418.66
4598,jammu-&-kashmir,2019,3,reasi district,22807,59225448.99
4599,jammu-&-kashmir,2019,3,shopian district,7786,16229882.15
4600,jammu-&-kashmir,2019,3,poonch district,23270,75145778.4
4601,jammu-&-kashmir,2019,3,kathua district,42083,90084615.95
4602,jammu-&-kashmir,2019,3,kishtwar district,7443,21173636.24
4603,jammu-&-kashmir,2019,3,pulwama district,33089,104266797.7
4604,jammu-&-kashmir,2019,3,ramban district,23615,69645588.74
4605,jammu-&-kashmir,2019,3,rajouri district,34386,112169651.7
4606,jammu-&-kashmir,2019,3,kulgam district,17217,33851232
4607,jammu-&-kashmir,2019,3,budgam district,41566,114191268.3
4608,jammu-&-kashmir,2019,3,anantnag district,39325,117282515.5
4609,jammu-&-kashmir,2019,3,kupwara district,35301,118625723
4610,jammu-&-kashmir,2019,4,muzaffarabad district,13,33490.7378
4611,jammu-&-kashmir,2019,4,doda district,2864,13087031.76
4612,jammu-&-kashmir,2019,4,samba district,14817,53713327.35
4613,jammu-&-kashmir,2019,4,mirpur district,642,3841256.043
4614,jammu-&-kashmir,2019,4,srinagar district,117133,474222741.5
4615,jammu-&-kashmir,2019,4,baramulla district,8345,30863315.57
4616,jammu-&-kashmir,2019,4,jammu district,231238,928579096.2
4617,jammu-&-kashmir,2019,4,ganderbal district,834,4743500.871
4618,jammu-&-kashmir,2019,4,udhampur district,22103,91344412.28
4619,jammu-&-kashmir,2019,4,bandipore district,300,1680075.85
4620,jammu-&-kashmir,2019,4,reasi district,12986,43788337.94
4621,jammu-&-kashmir,2019,4,shopian district,285,648555.5508
4622,jammu-&-kashmir,2019,4,poonch district,10130,37926598.59
4623,jammu-&-kashmir,2019,4,kathua district,28288,83151146.7
4624,jammu-&-kashmir,2019,4,kishtwar district,2057,9695993.464
4625,jammu-&-kashmir,2019,4,pulwama district,1473,9185346.443
4626,jammu-&-kashmir,2019,4,ramban district,14088,49372161.64
4627,jammu-&-kashmir,2019,4,rajouri district,15973,65942824.07
4628,jammu-&-kashmir,2019,4,kulgam district,211,982047.0576
4629,jammu-&-kashmir,2019,4,budgam district,2351,11629862.55
4630,jammu-&-kashmir,2019,4,anantnag district,3109,11464594.84
4631,jammu-&-kashmir,2019,4,kupwara district,688,3800280.84
4632,jammu-&-kashmir,2020,1,muzaffarabad district,112,436693.6275
4633,jammu-&-kashmir,2020,1,doda district,14126,38583563.33
4634,jammu-&-kashmir,2020,1,samba district,32933,90185246.22
4635,jammu-&-kashmir,2020,1,mirpur district,3104,11580819.25
4636,jammu-&-kashmir,2020,1,srinagar district,127979,474473029.6
4637,jammu-&-kashmir,2020,1,baramulla district,38477,102651434
4638,jammu-&-kashmir,2020,1,jammu district,363150,1275561406
4639,jammu-&-kashmir,2020,1,ganderbal district,10813,28214462.84
4640,jammu-&-kashmir,2020,1,udhampur district,45339,137536252
4641,jammu-&-kashmir,2020,1,bandipore district,10311,27789837.54
4642,jammu-&-kashmir,2020,1,reasi district,24431,69003941.03
4643,jammu-&-kashmir,2020,1,shopian district,7878,18157391.9
4644,jammu-&-kashmir,2020,1,poonch district,16709,52760138.97
4645,jammu-&-kashmir,2020,1,kathua district,48120,107171478.6
4646,jammu-&-kashmir,2020,1,kishtwar district,9710,27259898.03
4647,jammu-&-kashmir,2020,1,pulwama district,26598,76212175.44
4648,jammu-&-kashmir,2020,1,ramban district,12796,34487947.98
4649,jammu-&-kashmir,2020,1,rajouri district,28561,88475364.89
4650,jammu-&-kashmir,2020,1,kulgam district,12394,24289856.01
4651,jammu-&-kashmir,2020,1,budgam district,32991,95338551.23
4652,jammu-&-kashmir,2020,1,anantnag district,25741,70085624.44
4653,jammu-&-kashmir,2020,1,kupwara district,29357,87388063.94
4654,jammu-&-kashmir,2020,2,muzaffarabad district,656,2880433.662
4655,jammu-&-kashmir,2020,2,doda district,57928,135990635
4656,jammu-&-kashmir,2020,2,samba district,92336,202733580
4657,jammu-&-kashmir,2020,2,mirpur district,14046,44622104.63
4658,jammu-&-kashmir,2020,2,srinagar district,440808,1810806888
4659,jammu-&-kashmir,2020,2,baramulla district,139478,414666518.8
4660,jammu-&-kashmir,2020,2,jammu district,819252,2746977182
4661,jammu-&-kashmir,2020,2,ganderbal district,36483,106190105.6
4662,jammu-&-kashmir,2020,2,udhampur district,127419,319173115.3
4663,jammu-&-kashmir,2020,2,bandipore district,36152,102723529.9
4664,jammu-&-kashmir,2020,2,reasi district,49746,106410135.7
4665,jammu-&-kashmir,2020,2,shopian district,24785,66217970.77
4666,jammu-&-kashmir,2020,2,poonch district,65969,192100840.1
4667,jammu-&-kashmir,2020,2,kathua district,114835,227977779.9
4668,jammu-&-kashmir,2020,2,kishtwar district,29206,75514041.2
4669,jammu-&-kashmir,2020,2,pulwama district,85402,271480260.9
4670,jammu-&-kashmir,2020,2,ramban district,39854,102642842.4
4671,jammu-&-kashmir,2020,2,rajouri district,104655,305656997.1
4672,jammu-&-kashmir,2020,2,kulgam district,42870,100175288.1
4673,jammu-&-kashmir,2020,2,budgam district,112970,331830464.7
4674,jammu-&-kashmir,2020,2,anantnag district,85384,239711526.3
4675,jammu-&-kashmir,2020,2,kupwara district,114772,359166698.8
4676,jammu-&-kashmir,2020,3,muzaffarabad district,1572,5773809.286
4677,jammu-&-kashmir,2020,3,doda district,68744,173984872.1
4678,jammu-&-kashmir,2020,3,samba district,113571,309268006.3
4679,jammu-&-kashmir,2020,3,mirpur district,15019,54072783.39
4680,jammu-&-kashmir,2020,3,srinagar district,461915,1879035427
4681,jammu-&-kashmir,2020,3,baramulla district,183583,580425624.4
4682,jammu-&-kashmir,2020,3,jammu district,1266667,4876922229
4683,jammu-&-kashmir,2020,3,ganderbal district,50743,155780383
4684,jammu-&-kashmir,2020,3,udhampur district,154296,445180791.6
4685,jammu-&-kashmir,2020,3,bandipore district,48450,147013052.4
4686,jammu-&-kashmir,2020,3,reasi district,56486,135099068.4
4687,jammu-&-kashmir,2020,3,shopian district,34708,101326986.6
4688,jammu-&-kashmir,2020,3,poonch district,76518,263707934.5
4689,jammu-&-kashmir,2020,3,kathua district,126283,311678208.4
4690,jammu-&-kashmir,2020,3,kishtwar district,31188,83180064.57
4691,jammu-&-kashmir,2020,3,pulwama district,114833,372238070.4
4692,jammu-&-kashmir,2020,3,ramban district,45879,125848917.4
4693,jammu-&-kashmir,2020,3,rajouri district,125973,413621357.6
4694,jammu-&-kashmir,2020,3,kulgam district,55854,145784144.8
4695,jammu-&-kashmir,2020,3,budgam district,148225,477023512.9
4696,jammu-&-kashmir,2020,3,anantnag district,128022,403569858.3
4697,jammu-&-kashmir,2020,3,kupwara district,157369,516694658.1
4698,jammu-&-kashmir,2020,4,muzaffarabad district,2190,8320762.642
4699,jammu-&-kashmir,2020,4,doda district,101107,228886606.7
4700,jammu-&-kashmir,2020,4,samba district,192767,485508786.6
4701,jammu-&-kashmir,2020,4,mirpur district,22039,79706376.64
4702,jammu-&-kashmir,2020,4,srinagar district,731076,2177635782
4703,jammu-&-kashmir,2020,4,baramulla district,412433,862594987.6
4704,jammu-&-kashmir,2020,4,jammu district,1776840,5696308275
4705,jammu-&-kashmir,2020,4,ganderbal district,92285,201135628.3
4706,jammu-&-kashmir,2020,4,udhampur district,248906,646828971.4
4707,jammu-&-kashmir,2020,4,bandipore district,106767,229201197.2
4708,jammu-&-kashmir,2020,4,reasi district,100618,229255669.2
4709,jammu-&-kashmir,2020,4,shopian district,71983,161658443.4
4710,jammu-&-kashmir,2020,4,poonch district,117245,342505124.4
4711,jammu-&-kashmir,2020,4,kathua district,226360,463045666.1
4712,jammu-&-kashmir,2020,4,kishtwar district,51330,107185861.5
4713,jammu-&-kashmir,2020,4,pulwama district,219731,551823991.8
4714,jammu-&-kashmir,2020,4,ramban district,78367,192684246.3
4715,jammu-&-kashmir,2020,4,rajouri district,196713,567890456.5
4716,jammu-&-kashmir,2020,4,kulgam district,124253,220794472.5
4717,jammu-&-kashmir,2020,4,budgam district,295461,692267475.8
4718,jammu-&-kashmir,2020,4,anantnag district,282499,514346951
4719,jammu-&-kashmir,2020,4,kupwara district,303474,721320071
4720,jammu-&-kashmir,2021,1,muzaffarabad district,1760,7018769.977
4721,jammu-&-kashmir,2021,1,doda district,93540,197962516.6
4722,jammu-&-kashmir,2021,1,samba district,201873,489544571
4723,jammu-&-kashmir,2021,1,mirpur district,19836,76641365.5
4724,jammu-&-kashmir,2021,1,srinagar district,1027161,2568956545
4725,jammu-&-kashmir,2021,1,baramulla district,410535,785025036.9
4726,jammu-&-kashmir,2021,1,jammu district,2651223,7421535966
4727,jammu-&-kashmir,2021,1,ganderbal district,90691,163957078.6
4728,jammu-&-kashmir,2021,1,udhampur district,253788,659211752.1
4729,jammu-&-kashmir,2021,1,bandipore district,110105,212281960.5
4730,jammu-&-kashmir,2021,1,reasi district,129459,310187729.6
4731,jammu-&-kashmir,2021,1,shopian district,72084,140201587.3
4732,jammu-&-kashmir,2021,1,poonch district,103668,299466026.9
4733,jammu-&-kashmir,2021,1,kathua district,245017,476737690.9
4734,jammu-&-kashmir,2021,1,kishtwar district,51696,119471258.1
4735,jammu-&-kashmir,2021,1,pulwama district,230547,506298792.8
4736,jammu-&-kashmir,2021,1,ramban district,79917,198841833.5
4737,jammu-&-kashmir,2021,1,rajouri district,185784,544732582.9
4738,jammu-&-kashmir,2021,1,kulgam district,118926,178549172.9
4739,jammu-&-kashmir,2021,1,budgam district,314969,629196655.4
4740,jammu-&-kashmir,2021,1,anantnag district,317577,500687365.6
4741,jammu-&-kashmir,2021,1,kupwara district,287414,651843634.7
4742,jammu-&-kashmir,2021,2,muzaffarabad district,3148,10753997.02
4743,jammu-&-kashmir,2021,2,doda district,140197,278351055.1
4744,jammu-&-kashmir,2021,2,samba district,272944,627782719.5
4745,jammu-&-kashmir,2021,2,mirpur district,27536,100332260.1
4746,jammu-&-kashmir,2021,2,srinagar district,1529261,3491629170
4747,jammu-&-kashmir,2021,2,baramulla district,558737,966623715.8
4748,jammu-&-kashmir,2021,2,jammu district,3793205,10159766999
4749,jammu-&-kashmir,2021,2,ganderbal district,140457,232925318.2
4750,jammu-&-kashmir,2021,2,udhampur district,361814,841569040
