,states,year,quarter,district,trans_counts,amount
11714,telangana,2018,4,mahbubnagar district,269148,570068792.9
11715,telangana,2018,4,jaya shankar bhalupally district,158929,360390222.9
11716,telangana,2018,4,warangal urban district,917418,1553820916
11717,telangana,2018,4,rangareddy district,5803319,9396311751
11718,telangana,2018,4,hyderabad district,9360515,14727846732
11719,telangana,2018,4,suryapet district,311173,651181371.5
11720,telangana,2018,4,jogulamba gadwal district,137597,248514480.2
11721,telangana,2018,4,kamareddy district,239765,478682155
11722,telangana,2018,4,mulugu district,64094,148653956.4
11723,telangana,2018,4,medchal malkajgiri district,4598129,7288821271
11724,telangana,2018,4,karimnagar district,597642,1058366452
11725,telangana,2018,4,mancherial district,335091,666703141
11726,telangana,2018,4,siddipet district,414378,824913162.4
11727,telangana,2018,4,khammam district,462678,958128373.8
11728,telangana,2019,1,narayanpet district,174965,309771672.1
11729,telangana,2019,1,nalgonda district,995740,1769178907
11730,telangana,2019,1,jangaon district,459535,666835161.5
11731,telangana,2019,1,bhadradri kothagudem district,584648,1347048006
11732,telangana,2019,1,warangal rural district,543456,652015911.9
11733,telangana,2019,1,kumuram bheem asifabad district,162055,267180135.1
11734,telangana,2019,1,nizamabad district,705541,1347187035
