,states,year,quarter,district,trans_counts,amount
5066,telangana,2020,3,khammam,4612672,10624076063
5067,telangana,2020,3,karimnagar,4242409,9665080706
5068,telangana,2020,3,nizamabad,3738711,8812060817
5069,telangana,2020,3,bhadradri kothagudem,3196550,7671316620
5070,telangana,2020,4,hyderabad,117008707,2.43045E+11
5071,telangana,2020,4,rangareddy,53405219,89256130453
5072,telangana,2020,4,medchal malkajgiri,49900746,81801106073
5073,telangana,2020,4,warangal urban,11918795,25712185991
5074,telangana,2020,4,sangareddy,11444304,22088541539
5075,telangana,2020,4,nalgonda,7966177,19282405660
5076,telangana,2020,4,khammam,7035947,16464448770
5077,telangana,2020,4,karimnagar,6853847,15369367186
5078,telangana,2020,4,nizamabad,5857682,15245199023
5079,telangana,2020,4,bhadradri kothagudem,5185352,12782078782
5080,telangana,2021,1,hyderabad,169703372,3.16572E+11
5081,telangana,2021,1,rangareddy,60675056,98883148961
5082,telangana,2021,1,medchal malkajgiri,54854446,87516738646
5083,telangana,2021,1,warangal urban,13629397,28292658503
5084,telangana,2021,1,sangareddy,12350347,23546322115
5085,telangana,2021,1,nalgonda,8018559,19628854223
5086,telangana,2021,1,khammam,7140986,17657527187
5087,telangana,2021,1,karimnagar,6934134,15385243677
5088,telangana,2021,1,nizamabad,5831809,14665519256
5089,telangana,2021,1,bhadradri kothagudem,5386614,13659056643
5090,telangana,2021,2,hyderabad,212326623,4.24873E+11
5091,telangana,2021,2,rangareddy,63155281,1.13987E+11
5092,telangana,2021,2,medchal malkajgiri,58755991,1.02864E+11
5093,telangana,2021,2,warangal urban,15534189,35324332007
5094,telangana,2021,2,sangareddy,14851128,28799723417
5095,telangana,2021,2,nalgonda,10161723,25305904142
5096,telangana,2021,2,khammam,9096326,23771340185
5097,telangana,2021,2,karimnagar,8548354,20534233591
5098,telangana,2021,2,nizamabad,7753597,21755545090
5099,telangana,2021,2,bhadradri kothagudem,6854796,16726841231
5100,telangana,2021,3,hyderabad,262028284,4.79343E+11
5101,telangana,2021,3,rangareddy,87884143,1.47772E+11
5102,telangana,2021,3,medchal malkajgiri,79514766,1.30838E+11
5103,telangana,2021,3,warangal urban,20050897,41422180517
5104,telangana,2021,3,sangareddy,18758999,33876669678
5105,telangana,2021,3,nalgonda,11844124,26760618928
5106,telangana,2021,3,khammam,10938504,25395360624
5107,telangana,2021,3,karimnagar,10704240,23540118368
5108,telangana,2021,3,nizamabad,9331288,22809748582
5109,telangana,2021,3,bhadradri kothagudem,8176066,18135807093
5110,telangana,2021,4,hyderabad,325636475,5.82079E+11
5111,telangana,2021,4,rangareddy,111354739,1.88839E+11
5112,telangana,2021,4,medchal malkajgiri,98780634,1.64568E+11
5113,telangana,2021,4,warangal urban,24530882,50725020757
5114,telangana,2021,4,sangareddy,23598968,43773604056
5115,telangana,2021,4,nalgonda,14645444,33883155724
5116,telangana,2021,4,khammam,13424236,31245204308
5117,telangana,2021,4,karimnagar,13040240,29149229156
5118,telangana,2021,4,nizamabad,12113902,31740368651
5119,telangana,2021,4,bhadradri kothagudem,10121890,22567782620
5120,telangana,2022,1,hyderabad,372711414,6.61513E+11
5121,telangana,2022,1,rangareddy,127675017,2.1661E+11
5122,telangana,2022,1,medchal malkajgiri,110893187,1.85168E+11
5123,telangana,2022,1,warangal urban,27504554,56954288260
5124,telangana,2022,1,sangareddy,27250369,50754041230
5125,telangana,2022,1,nalgonda,17014104,39284842781
5126,telangana,2022,1,khammam,15266245,35894472742
5127,telangana,2022,1,karimnagar,14698433,32332888870
5128,telangana,2022,1,nizamabad,13749642,33996713436
5129,telangana,2022,1,siddipet,11464769,25404779557
5130,telangana,2022,2,hyderabad,446470234,7.75909E+11
5131,telangana,2022,2,rangareddy,161888380,2.67053E+11
5132,telangana,2022,2,medchal malkajgiri,134114768,2.21257E+11
5133,telangana,2022,2,warangal urban,32791256,66551476649
5134,telangana,2022,2,sangareddy,32680472,59585382581
5135,telangana,2022,2,nalgonda,19977314,44558915743
5136,telangana,2022,2,khammam,17688119,40474391433
5137,telangana,2022,2,karimnagar,17621343,38465054891
5138,telangana,2022,2,nizamabad,16389018,40970987322
5139,telangana,2022,2,siddipet,13598517,29087166428
5140,telangana,2022,3,hyderabad,1018658174,1.58605E+12
5141,telangana,2022,3,rangareddy,169029273,2.72598E+11
5142,telangana,2022,3,medchal malkajgiri,136384039,2.23442E+11
5143,telangana,2022,3,sangareddy,33187414,57832647223
5144,telangana,2022,3,warangal urban,27244856,55794322101
5145,telangana,2022,3,nalgonda,19442094,40798032881
5146,telangana,2022,3,karimnagar,17095584,36478353449
5147,telangana,2022,3,khammam,17010697,36789751401
5148,telangana,2022,3,nizamabad,15374558,35480941123
5149,telangana,2022,3,siddipet,12900290,27570105119
5150,telangana,2022,4,hyderabad,1133829812,1.7538E+12
5151,telangana,2022,4,rangareddy,191136402,2.95774E+11
5152,telangana,2022,4,medchal malkajgiri,151514969,2.37727E+11
5153,telangana,2022,4,sangareddy,38000808,64649951913
5154,telangana,2022,4,warangal urban,29269688,57991182917
5155,telangana,2022,4,nalgonda,21928009,45517531285
5156,telangana,2022,4,karimnagar,19056918,39357490541
5157,telangana,2022,4,khammam,18924276,39626352508
5158,telangana,2022,4,nizamabad,18308473,42744693428
5159,telangana,2022,4,siddipet,14715170,30384216197
5160,tripura,2018,1,west tripura,70467,68418341.28
5161,tripura,2018,1,south tripura,18338,13785118.33
5162,tripura,2018,1,sepahijala,14107,13224752.64
5163,tripura,2018,1,gomati,12229,11277259.26
5164,tripura,2018,1,north tripura,9915,10869174.63
5165,tripura,2018,1,dhalai,9195,8812172.047
5166,tripura,2018,1,khowai,8838,7242490.358
5167,tripura,2018,1,unakoti,5068,4349605.994
5168,tripura,2018,2,west tripura,108318,127784098.6
5169,tripura,2018,2,south tripura,22366,18977158.3
5170,tripura,2018,2,sepahijala,18815,23613654.49
5171,tripura,2018,2,gomati,16000,15955619.88
5172,tripura,2018,2,dhalai,14563,15283111.13
5173,tripura,2018,2,north tripura,13859,16015790.91
5174,tripura,2018,2,khowai,11440,12338889.1
5175,tripura,2018,2,unakoti,9198,6923396.262
5176,tripura,2018,3,west tripura,168029,229530961.8
5177,tripura,2018,3,south tripura,49250,45613113.08
5178,tripura,2018,3,gomati,34380,36259157.95
5179,tripura,2018,3,sepahijala,33646,39779005.12
5180,tripura,2018,3,unakoti,29360,19643274.58
5181,tripura,2018,3,north tripura,25747,30157424.75
5182,tripura,2018,3,dhalai,22350,31331691.37
5183,tripura,2018,3,khowai,14941,21548759.43
5184,tripura,2018,4,west tripura,192827,305112898.6
5185,tripura,2018,4,sepahijala,53688,62851730.05
5186,tripura,2018,4,south tripura,49820,66095950.12
5187,tripura,2018,4,gomati,38970,48523976.18
5188,tripura,2018,4,north tripura,34385,44032488.78
5189,tripura,2018,4,dhalai,28775,46429185.35
5190,tripura,2018,4,khowai,26880,33718919.53
5191,tripura,2018,4,unakoti,22714,18120450.88
5192,tripura,2019,1,west tripura,269281,356302222.9
5193,tripura,2019,1,sepahijala,65545,79750942.7
5194,tripura,2019,1,south tripura,64445,78239589.1
5195,tripura,2019,1,gomati,51994,62247963.56
5196,tripura,2019,1,khowai,36291,41097809.27
5197,tripura,2019,1,north tripura,35513,53359801.42
5198,tripura,2019,1,dhalai,33295,57107027.86
5199,tripura,2019,1,unakoti,24562,28789584.84
5200,tripura,2019,2,west tripura,259708,400168803.6
5201,tripura,2019,2,south tripura,58687,93657802.47
5202,tripura,2019,2,sepahijala,51675,91802336.89
5203,tripura,2019,2,gomati,44671,72233524.18
5204,tripura,2019,2,dhalai,35446,57168085.15
5205,tripura,2019,2,north tripura,34750,57253647.85
5206,tripura,2019,2,khowai,27357,39594573.11
5207,tripura,2019,2,unakoti,20264,29942709.58
5208,tripura,2019,3,west tripura,370916,501659348.3
5209,tripura,2019,3,south tripura,66682,99290824.56
5210,tripura,2019,3,sepahijala,64021,100769508.4
5211,tripura,2019,3,gomati,60249,87365263.3
5212,tripura,2019,3,north tripura,49503,71077675.09
5213,tripura,2019,3,dhalai,44468,71345910.41
5214,tripura,2019,3,khowai,31061,48267493.2
5215,tripura,2019,3,unakoti,24817,37601399.54
5216,tripura,2019,4,west tripura,394538,585934433.6
5217,tripura,2019,4,south tripura,76273,115116709.4
5218,tripura,2019,4,sepahijala,73165,126608014.7
5219,tripura,2019,4,gomati,72919,107373443.7
5220,tripura,2019,4,north tripura,61226,90362263.29
5221,tripura,2019,4,dhalai,52188,79988122.43
5222,tripura,2019,4,khowai,35979,55953879.3
5223,tripura,2019,4,unakoti,35536,54063293.82
5224,tripura,2020,1,west tripura,461888,795860840.7
5225,tripura,2020,1,south tripura,89869,155003031.7
5226,tripura,2020,1,sepahijala,82186,153302286.8
5227,tripura,2020,1,gomati,77355,136218980
5228,tripura,2020,1,north tripura,71460,109976480.5
5229,tripura,2020,1,dhalai,61425,99410788.98
5230,tripura,2020,1,khowai,43027,73376986.43
5231,tripura,2020,1,unakoti,37292,65629411.25
5232,tripura,2020,2,west tripura,422021,779679850
5233,tripura,2020,2,south tripura,120386,209028177.9
5234,tripura,2020,2,sepahijala,113723,189445992.2
5235,tripura,2020,2,north tripura,101129,142793248.5
5236,tripura,2020,2,gomati,94532,143272330
5237,tripura,2020,2,dhalai,91473,139760407.5
5238,tripura,2020,2,khowai,57871,87108349.83
5239,tripura,2020,2,unakoti,51385,78087527.62
5240,tripura,2020,3,west tripura,522218,937726111.8
5241,tripura,2020,3,south tripura,151881,270869695.8
5242,tripura,2020,3,sepahijala,144693,269350118.6
5243,tripura,2020,3,north tripura,126884,207965073.8
5244,tripura,2020,3,gomati,121329,214785928.1
5245,tripura,2020,3,dhalai,114616,192403601.4
5246,tripura,2020,3,khowai,72823,129761070.2
5247,tripura,2020,3,unakoti,63441,118957916.5
5248,tripura,2020,4,west tripura,692509,1319546164
5249,tripura,2020,4,south tripura,182583,347232002.6
5250,tripura,2020,4,sepahijala,165182,336834539.2
5251,tripura,2020,4,north tripura,164023,307732518.8
5252,tripura,2020,4,gomati,149404,291692706.5
5253,tripura,2020,4,dhalai,137188,266253033.1
5254,tripura,2020,4,khowai,83899,156613600.3
5255,tripura,2020,4,unakoti,77102,156226431.6
5256,tripura,2021,1,west tripura,692376,1402040321
5257,tripura,2021,1,south tripura,150265,357643996.1
5258,tripura,2021,1,north tripura,143060,318074681.8
5259,tripura,2021,1,sepahijala,141426,365525453.4
5260,tripura,2021,1,gomati,127271,295815100
5261,tripura,2021,1,dhalai,116945,274079611.3
5262,tripura,2021,1,khowai,71155,160906168.9
5263,tripura,2021,1,unakoti,68925,161256237.6
5264,tripura,2021,2,west tripura,772723,1463071251
5265,tripura,2021,2,north tripura,176067,351155989.3
5266,tripura,2021,2,south tripura,171713,365935948
5267,tripura,2021,2,sepahijala,166437,361358159
5268,tripura,2021,2,gomati,148554,309610328.8
5269,tripura,2021,2,dhalai,138998,278586073.4
5270,tripura,2021,2,unakoti,88092,174170768.1
5271,tripura,2021,2,khowai,81845,164265843
5272,tripura,2021,3,west tripura,960039,1895464983
5273,tripura,2021,3,north tripura,210698,454116633.3
5274,tripura,2021,3,sepahijala,195392,447581559.2
5275,tripura,2021,3,south tripura,186827,414556972.5
5276,tripura,2021,3,dhalai,167446,368906160.2
5277,tripura,2021,3,gomati,166441,372982272.5
5278,tripura,2021,3,unakoti,105296,228625158.4
5279,tripura,2021,3,khowai,89061,181900029.4
5280,tripura,2021,4,west tripura,1174499,2328859194
5281,tripura,2021,4,north tripura,255959,590088928.3
5282,tripura,2021,4,sepahijala,233920,570421104.2
5283,tripura,2021,4,south tripura,219422,560735150.1
5284,tripura,2021,4,gomati,200196,454492828.8
5285,tripura,2021,4,dhalai,194907,448039146.8
5286,tripura,2021,4,unakoti,130201,289484907.9
5287,tripura,2021,4,khowai,111589,254808204.6
5288,tripura,2022,1,west tripura,1340631,2620170135
5289,tripura,2022,1,north tripura,310764,699778044.2
5290,tripura,2022,1,sepahijala,257586,636388326.3
5291,tripura,2022,1,south tripura,242720,632737978.8
5292,tripura,2022,1,gomati,230019,517368490.2
5293,tripura,2022,1,dhalai,216216,501758621.2
5294,tripura,2022,1,unakoti,148265,349475550.5
5295,tripura,2022,1,khowai,124989,289652618.6
5296,tripura,2022,2,west tripura,1654938,2957075285
5297,tripura,2022,2,north tripura,347933,745615506.6
5298,tripura,2022,2,sepahijala,301211,703075146.3
5299,tripura,2022,2,south tripura,270412,649809730.9
5300,tripura,2022,2,gomati,269581,581885804.2
5301,tripura,2022,2,dhalai,258585,545900041.1
5302,tripura,2022,2,unakoti,168534,380245834.4
5303,tripura,2022,2,khowai,147470,314663693.9
5304,tripura,2022,3,west tripura,2286054,4317123306
5305,tripura,2022,3,north tripura,400198,829909312.3
5306,tripura,2022,3,sepahijala,358452,818757043
5307,tripura,2022,3,gomati,294377,612183432.9
5308,tripura,2022,3,dhalai,287101,618208457.3
5309,tripura,2022,3,south tripura,286379,682522212.6
5310,tripura,2022,3,unakoti,179593,406385690.1
5311,tripura,2022,3,khowai,164425,363263351.2
5312,tripura,2022,4,west tripura,3006900,5757593407
5313,tripura,2022,4,north tripura,460914,940748505.6
5314,tripura,2022,4,sepahijala,352709,784953776.8
5315,tripura,2022,4,south tripura,318517,743429832.5
5316,tripura,2022,4,gomati,303790,606245959.1
5317,tripura,2022,4,unakoti,292384,653255260.8
5318,tripura,2022,4,dhalai,289984,592125895.9
5319,tripura,2022,4,khowai,172992,374619180.9
5320,uttar-pradesh,2018,1,gautam buddha nagar,1387567,2065704007
5321,uttar-pradesh,2018,1,lucknow,949749,1271848634
5322,uttar-pradesh,2018,1,ghaziabad,751503,1146504201
5323,uttar-pradesh,2018,1,prayagraj,628453,652988000.4
5324,uttar-pradesh,2018,1,varanasi,573338,534929627.4
5325,uttar-pradesh,2018,1,kanpur nagar,493390,550298920
5326,uttar-pradesh,2018,1,gorakhpur,324943,377954039.8
5327,uttar-pradesh,2018,1,bareilly,306561,272420020
5328,uttar-pradesh,2018,1,agra,298049,353477588.3
5329,uttar-pradesh,2018,1,meerut,267015,345744809.6
5330,uttar-pradesh,2018,2,gautam buddha nagar,1942298,3398984097
5331,uttar-pradesh,2018,2,lucknow,1289613,2162778201
5332,uttar-pradesh,2018,2,ghaziabad,1034409,1868838027
5333,uttar-pradesh,2018,2,varanasi,836072,956626447.4
5334,uttar-pradesh,2018,2,prayagraj,804712,1129002834
5335,uttar-pradesh,2018,2,kanpur nagar,675908,954304697.8
5336,uttar-pradesh,2018,2,gorakhpur,457691,790320803.9
5337,uttar-pradesh,2018,2,agra,401983,637164565.7
5338,uttar-pradesh,2018,2,bareilly,385460,487371978.8
5339,uttar-pradesh,2018,2,meerut,374625,606678416.6
5340,uttar-pradesh,2018,3,varanasi,3305134,2367346800
5341,uttar-pradesh,2018,3,gautam buddha nagar,3256802,4828673888
5342,uttar-pradesh,2018,3,lucknow,1745149,3120535504
5343,uttar-pradesh,2018,3,ghaziabad,1537030,2613540895
5344,uttar-pradesh,2018,3,sitapur,1244942,657116597.6
5345,uttar-pradesh,2018,3,prayagraj,1091032,1590288137
5346,uttar-pradesh,2018,3,kanpur nagar,884952,1382466122
5347,uttar-pradesh,2018,3,gorakhpur,589891,1060239356
5348,uttar-pradesh,2018,3,kheri,588144,407114607.6
5349,uttar-pradesh,2018,3,bareilly,530401,701813397.9
5350,uttar-pradesh,2018,4,gautam buddha nagar,6083056,7483532544
5351,uttar-pradesh,2018,4,ghaziabad,2891774,4117778328
5352,uttar-pradesh,2018,4,lucknow,2611582,4678614439
5353,uttar-pradesh,2018,4,varanasi,1806800,2082572099
5354,uttar-pradesh,2018,4,prayagraj,1603709,2373886786
5355,uttar-pradesh,2018,4,kanpur nagar,1254123,2045066576
5356,uttar-pradesh,2018,4,gorakhpur,879250,1682899422
5357,uttar-pradesh,2018,4,bareilly,797506,1011406319
5358,uttar-pradesh,2018,4,agra,705927,1401083561
5359,uttar-pradesh,2018,4,meerut,700099,1476906079
5360,uttar-pradesh,2019,1,gautam buddha nagar,10750094,10286434897
5361,uttar-pradesh,2019,1,lucknow,6724967,10007890617
5362,uttar-pradesh,2019,1,ghaziabad,4604564,5631770850
5363,uttar-pradesh,2019,1,prayagraj,2524007,3328073518
5364,uttar-pradesh,2019,1,varanasi,2290282,2681050295
5365,uttar-pradesh,2019,1,kanpur nagar,2045370,2882041801
5366,uttar-pradesh,2019,1,gorakhpur,1266510,2149018598
5367,uttar-pradesh,2019,1,bareilly,1150731,1325492845
5368,uttar-pradesh,2019,1,meerut,1120213,1863635814
5369,uttar-pradesh,2019,1,agra,1055850,1798577434
5370,uttar-pradesh,2019,2,lucknow,12624404,22426462675
5371,uttar-pradesh,2019,2,gautam buddha nagar,9667218,10716810454
5372,uttar-pradesh,2019,2,ghaziabad,4679159,6368927863
5373,uttar-pradesh,2019,2,kanpur nagar,2572884,4421750497
5374,uttar-pradesh,2019,2,prayagraj,2300600,3610973840
5375,uttar-pradesh,2019,2,varanasi,2098693,3382380918
5376,uttar-pradesh,2019,2,gorakhpur,1168931,2516446620
5377,uttar-pradesh,2019,2,meerut,1123899,2212165529
5378,uttar-pradesh,2019,2,agra,1094456,2048417270
5379,uttar-pradesh,2019,2,bareilly,893059,1444372594
5380,uttar-pradesh,2019,3,gautam buddha nagar,13014875,14118512958
5381,uttar-pradesh,2019,3,lucknow,11708246,24465158675
5382,uttar-pradesh,2019,3,ghaziabad,6466390,8384891301
5383,uttar-pradesh,2019,3,kanpur nagar,3032525,5151875480
5384,uttar-pradesh,2019,3,prayagraj,2766837,4091292784
5385,uttar-pradesh,2019,3,varanasi,2441735,3772442225
5386,uttar-pradesh,2019,3,agra,1678565,2589010631
5387,uttar-pradesh,2019,3,meerut,1429176,2615800655
5388,uttar-pradesh,2019,3,gorakhpur,1301866,2600290226
5389,uttar-pradesh,2019,3,bareilly,1164660,1630271296
5390,uttar-pradesh,2019,4,gautam buddha nagar,16003102,17701548867
5391,uttar-pradesh,2019,4,lucknow,14205324,30191564282
5392,uttar-pradesh,2019,4,ghaziabad,7615506,10609113378
5393,uttar-pradesh,2019,4,varanasi,4217796,5004637434
5394,uttar-pradesh,2019,4,kanpur nagar,3438636,6283713198
5395,uttar-pradesh,2019,4,prayagraj,3400115,5161631925
5396,uttar-pradesh,2019,4,agra,1992945,3485238497
5397,uttar-pradesh,2019,4,meerut,1820166,3435708382
5398,uttar-pradesh,2019,4,gorakhpur,1669194,3445111046
5399,uttar-pradesh,2019,4,bareilly,1342436,2179671439
5400,uttar-pradesh,2020,1,gautam buddha nagar,16781339,19356764213
5401,uttar-pradesh,2020,1,lucknow,15484604,35175437631
5402,uttar-pradesh,2020,1,ghaziabad,8267770,11998182771
5403,uttar-pradesh,2020,1,prayagraj,3666845,6073221861
5404,uttar-pradesh,2020,1,varanasi,3542507,5628921242
5405,uttar-pradesh,2020,1,kanpur nagar,3526062,6302890117
5406,uttar-pradesh,2020,1,meerut,2734403,5750006818
5407,uttar-pradesh,2020,1,agra,2580164,4626649236
5408,uttar-pradesh,2020,1,gorakhpur,1933805,3977529990
5409,uttar-pradesh,2020,1,bareilly,1552726,2644081691
5410,uttar-pradesh,2020,2,lucknow,12430842,30895556076
5411,uttar-pradesh,2020,2,gautam buddha nagar,10896512,12933946781
5412,uttar-pradesh,2020,2,ghaziabad,7640595,11178742328
5413,uttar-pradesh,2020,2,kanpur nagar,3495087,6575767545
5414,uttar-pradesh,2020,2,meerut,2994911,6172148247
5415,uttar-pradesh,2020,2,prayagraj,2935110,5163514764
5416,uttar-pradesh,2020,2,agra,2837641,5153788501
5417,uttar-pradesh,2020,2,varanasi,2569684,4411716948
5418,uttar-pradesh,2020,2,gorakhpur,2231738,4183285970
5419,uttar-pradesh,2020,2,aligarh,1873486,3333199475
5420,uttar-pradesh,2020,3,lucknow,18626637,44986768817
5421,uttar-pradesh,2020,3,gautam buddha nagar,17085582,21337631128
5422,uttar-pradesh,2020,3,ghaziabad,10353511,16722698683
5423,uttar-pradesh,2020,3,prayagraj,4424797,8784004361
5424,uttar-pradesh,2020,3,kanpur nagar,4224357,8417780316
5425,uttar-pradesh,2020,3,meerut,3739519,8114325790
5426,uttar-pradesh,2020,3,agra,3402430,6647928319
5427,uttar-pradesh,2020,3,varanasi,3370707,6634516648
5428,uttar-pradesh,2020,3,gorakhpur,3197317,7043485657
5429,uttar-pradesh,2020,3,aligarh,2172376,4433149341
5430,uttar-pradesh,2020,4,gautam buddha nagar,26875484,32842519367
5431,uttar-pradesh,2020,4,lucknow,21791125,48660862848
5432,uttar-pradesh,2020,4,ghaziabad,15220234,24565353557
5433,uttar-pradesh,2020,4,prayagraj,6423026,12760082971
5434,uttar-pradesh,2020,4,kanpur nagar,6052576,12308345529
5435,uttar-pradesh,2020,4,agra,5121332,10378549355
5436,uttar-pradesh,2020,4,meerut,5063989,10705409124
5437,uttar-pradesh,2020,4,varanasi,5020393,10194936777
5438,uttar-pradesh,2020,4,gorakhpur,4537853,10798676242
5439,uttar-pradesh,2020,4,aligarh,3179237,6659603398
5440,uttar-pradesh,2021,1,lucknow,35616880,66268662303
5441,uttar-pradesh,2021,1,gautam buddha nagar,31352951,37748670525
5442,uttar-pradesh,2021,1,ghaziabad,16400075,26364856584
5443,uttar-pradesh,2021,1,prayagraj,7886986,14358916730
5444,uttar-pradesh,2021,1,kanpur nagar,6948497,13274223178
5445,uttar-pradesh,2021,1,meerut,6883062,13712809243
5446,uttar-pradesh,2021,1,varanasi,5807048,10950765767
5447,uttar-pradesh,2021,1,agra,5773733,11198658827
5448,uttar-pradesh,2021,1,gorakhpur,4804502,10959348579
5449,uttar-pradesh,2021,1,aligarh,3639658,7418381922
5450,uttar-pradesh,2021,2,lucknow,41241215,78447443138
5451,uttar-pradesh,2021,2,gautam buddha nagar,29169349,37072547540
5452,uttar-pradesh,2021,2,ghaziabad,16797842,27766534443
5453,uttar-pradesh,2021,2,meerut,8599202,16511763500
5454,uttar-pradesh,2021,2,prayagraj,8039353,15903938690
5455,uttar-pradesh,2021,2,kanpur nagar,7585841,14935346898
5456,uttar-pradesh,2021,2,agra,6542679,12895519153
5457,uttar-pradesh,2021,2,varanasi,6220925,12596441737
5458,uttar-pradesh,2021,2,gorakhpur,5995988,13762240585
5459,uttar-pradesh,2021,2,aligarh,4566809,9169523755
5460,uttar-pradesh,2021,3,lucknow,51055467,85371248453
5461,uttar-pradesh,2021,3,gautam buddha nagar,41878965,51051292560
5462,uttar-pradesh,2021,3,ghaziabad,22358776,35753594948
5463,uttar-pradesh,2021,3,meerut,11446543,20511958930
5464,uttar-pradesh,2021,3,prayagraj,10478343,18012924107
5465,uttar-pradesh,2021,3,kanpur nagar,9924366,18370977249
5466,uttar-pradesh,2021,3,agra,8882859,16295735776
5467,uttar-pradesh,2021,3,varanasi,8732870,15613135908
5468,uttar-pradesh,2021,3,gorakhpur,7464913,15458247189
5469,uttar-pradesh,2021,3,aligarh,5783351,10758162335
5470,uttar-pradesh,2021,4,lucknow,67415795,1.15689E+11
5471,uttar-pradesh,2021,4,gautam buddha nagar,52546170,66955029270
5472,uttar-pradesh,2021,4,ghaziabad,27945576,45871860827
5473,uttar-pradesh,2021,4,meerut,15531638,28699663711
5474,uttar-pradesh,2021,4,prayagraj,14418013,25298767097
5475,uttar-pradesh,2021,4,kanpur nagar,13055831,24968225096
5476,uttar-pradesh,2021,4,agra,11675242,22888020081
5477,uttar-pradesh,2021,4,varanasi,11458477,22020915567
5478,uttar-pradesh,2021,4,gorakhpur,9958532,21591200218
5479,uttar-pradesh,2021,4,aligarh,7765317,15072461376
5480,uttar-pradesh,2022,1,lucknow,79740953,1.32456E+11
5481,uttar-pradesh,2022,1,gautam buddha nagar,58229149,74371363420
5482,uttar-pradesh,2022,1,ghaziabad,30948888,50571013177
5483,uttar-pradesh,2022,1,meerut,17966278,32377627599
5484,uttar-pradesh,2022,1,prayagraj,16566417,28293055160
5485,uttar-pradesh,2022,1,kanpur nagar,14902263,27612832764
5486,uttar-pradesh,2022,1,agra,14010919,26233858698
5487,uttar-pradesh,2022,1,varanasi,13246317,24155800510
5488,uttar-pradesh,2022,1,gorakhpur,10758812,22861881940
5489,uttar-pradesh,2022,1,aligarh,9297702,17226202534
5490,uttar-pradesh,2022,2,lucknow,102123625,1.64056E+11
5491,uttar-pradesh,2022,2,gautam buddha nagar,74160647,87828388051
5492,uttar-pradesh,2022,2,ghaziabad,37739024,59183436241
5493,uttar-pradesh,2022,2,meerut,22419976,38399767082
5494,uttar-pradesh,2022,2,prayagraj,20833684,34267771492
5495,uttar-pradesh,2022,2,kanpur nagar,18142630,32679093848
5496,uttar-pradesh,2022,2,agra,17306092,31826611655
5497,uttar-pradesh,2022,2,varanasi,16290241,29105585946
5498,uttar-pradesh,2022,2,gorakhpur,14066992,28691435245
5499,uttar-pradesh,2022,2,aligarh,11491914,20498359415
5500,uttar-pradesh,2022,3,lucknow,103532277,1.50291E+11
5501,uttar-pradesh,2022,3,gautam buddha nagar,87799548,1.00238E+11
5502,uttar-pradesh,2022,3,varanasi,42895237,64967816693
5503,uttar-pradesh,2022,3,ghaziabad,41898334,62804603270
5504,uttar-pradesh,2022,3,agra,26751663,43128786479
5505,uttar-pradesh,2022,3,kanpur nagar,26593070,42855018052
5506,uttar-pradesh,2022,3,meerut,25631216,40328370459
5507,uttar-pradesh,2022,3,prayagraj,21085656,30385713266
5508,uttar-pradesh,2022,3,moradabad,15532268,26474629769
5509,uttar-pradesh,2022,3,aligarh,14106419,22685286304
5510,uttar-pradesh,2022,4,lucknow,142292419,2.14139E+11
5511,uttar-pradesh,2022,4,gautam buddha nagar,90864471,1.04162E+11
5512,uttar-pradesh,2022,4,ghaziabad,48195051,73333545352
5513,uttar-pradesh,2022,4,varanasi,38410576,61679282506
5514,uttar-pradesh,2022,4,kanpur nagar,34663083,57423578589
5515,uttar-pradesh,2022,4,meerut,30761564,49044446643
5516,uttar-pradesh,2022,4,agra,27454413,46946394677
5517,uttar-pradesh,2022,4,prayagraj,27038499,40737923540
5518,uttar-pradesh,2022,4,bijnor,19251587,30994615217
5519,uttar-pradesh,2022,4,aligarh,18387697,30529612967
5520,uttarakhand,2018,1,dehradun,329459,512888194.3
5521,uttarakhand,2018,1,udham singh nagar,319290,273540317.8
5522,uttarakhand,2018,1,haridwar,308588,394604404.7
5523,uttarakhand,2018,1,nainital,106949,116698562.5
5524,uttarakhand,2018,1,pauri garhwal,49412,58626307.5
5525,uttarakhand,2018,1,tehri garhwal,28306,41280388.51
5526,uttarakhand,2018,1,almora,26086,24966386.52
5527,uttarakhand,2018,1,pithoragarh,18593,19129399.86
5528,uttarakhand,2018,1,chamoli,15936,19931685.34
5529,uttarakhand,2018,1,uttarkashi,12342,15898878.3
5530,uttarakhand,2018,2,dehradun,464526,908634049.1
5531,uttarakhand,2018,2,haridwar,408449,653841352.5
5532,uttarakhand,2018,2,udham singh nagar,396961,460064933.2
5533,uttarakhand,2018,2,nainital,143993,221734346
5534,uttarakhand,2018,2,pauri garhwal,87569,116427905.2
5535,uttarakhand,2018,2,tehri garhwal,44916,79925226.81
5536,uttarakhand,2018,2,almora,39584,50535626.8
5537,uttarakhand,2018,2,pithoragarh,31473,51625580.58
5538,uttarakhand,2018,2,chamoli,23109,37928070.64
5539,uttarakhand,2018,2,uttarkashi,17994,31584871.42
5540,uttarakhand,2018,3,udham singh nagar,635903,750899273.4
5541,uttarakhand,2018,3,dehradun,580817,1233501844
5542,uttarakhand,2018,3,haridwar,516553,904828173.1
5543,uttarakhand,2018,3,nainital,164989,272528677.5
5544,uttarakhand,2018,3,pauri garhwal,88372,139462380.2
5545,uttarakhand,2018,3,almora,50491,73631915.95
